longitude,latitude,number,street,city,zip,hashCode
-93.2465983,45.0129628,'942','Lowry Avenue Northeast','Minneapolis','55418','1428599530ca4712'
-93.3006953,45.0575236,'5619','Irving Avenue North','Brooklyn Center','55430','5a0e3690fa1eb22e'
-93.3816751,44.818751,'7434','Bristol Village Drive','Bloomington','55438','11fece0819e0651d'
-93.3603649,44.9663319,'1639','Dakota Avenue South','Saint Louis Park','55416','f6d12f2dde2f7d83'
-93.3545016,44.9034299,'5103','Windsor Avenue','Edina','55436','115c4654335509d7'
-93.2518774,44.912291,'1535','50th Street East','Minneapolis','55417','4d369c332c13e6b4'
-93.6370257,44.9289526,'4446','Denbigh Road','Mound','55364','efeb6607b37c9cda'
-93.3541123,45.0183855,'5810','34th Avenue North','Crystal','55422','33a698c75de7e219'
-93.2909212,45.0585504,'5700','Bryant Avenue North','Brooklyn Center','55430','cf6cba56ed7884cc'
-93.2802145,44.9387428,'3524','Blaisdell Avenue','Minneapolis','55408','f0872d14f645d7a4'
-93.341505,44.9481679,'4813','Minnetonka Boulevard','Saint Louis Park','55416','5988a8df055049c8'
-93.7477186,44.9088053,'3809','Main Street','Saint Bonifacius','55375','9efeb85e2528d6ba'
-93.4538992,45.079935,'13676','69th Avenue North','Maple Grove','55311','0869a58536a17bd3'
-93.3365426,44.9144648,'4630','Bruce Avenue','Edina','55424','553698b3fc686b34'
-93.3290999,44.8180548,'3819','103rd Street West','Bloomington','55431','14486b92ee375f21'
-93.3439724,44.8278668,'9717','Rich Road','Bloomington','55437','5accf5882faa5a34'
-93.5762165,45.2107793,'23480','141st Avenue North','Rogers','55374','fb20bf4881462037'
-93.5918395,44.9048122,'5445','Gideons Lane','Shorewood','55331','80d87a842d934274'
-93.4043678,45.1181932,'110','Regan Lane','Osseo','55369','ae102e911e35a4d5'
-93.4449002,44.8411826,'8996','Scarlet Globe Drive','Eden Prairie','55347','81a2ae11cb87c65d'
-93.2746682,44.8848727,'6508','2nd Avenue South','Richfield','55423','91f010480c423909'
-93.3778261,44.9246884,'21','Homedale Road','Hopkins','55343','98db73b9b4558f8b'
-93.2260701,44.9201172,'4544','32nd Avenue South','Minneapolis','55406','86e7e5391f5079ac'
-93.4062405,45.0114513,'9914','28th Avenue North','Plymouth','55441','a62b43f78d3c3073'
-93.3273529,45.1055244,'3549','84th Circle North','Brooklyn Park','55443','7f4ae7b3822f5a4a'
-93.6492108,44.9365092,'2313','Norwood Lane','Mound','55364','b9667d15145393d6'
-93.2979002,45.0129913,'1427','Lowry Avenue North','Minneapolis','55411','9e15a1325557e51b'
-93.4097037,44.9242419,'768','Mainstreet','Hopkins','55343','3030076deb8ba9a1'
-93.2122866,44.9938588,'404','Industrial Boulevard','Minneapolis','55413','28d9d7bdac8060f0'
-93.230492,44.9222625,'4433','29th Avenue South','Minneapolis','55406','7cee25c58f05b18d'
-93.5126089,45.0177369,'3320','Urbandale Lane North','Plymouth','55447','dd2cb30aa7a30f92'
-93.2890736,44.873548,'7072','Lyndale Avenue South','Richfield','55423','06eab58b02a404da'
-93.4111042,45.0263251,'3800','Saratoga Lane North','Plymouth','55441','2bceddabe84f5c94'
-93.4321491,45.0832971,'11941','71st Avenue North','Maple Grove','55369','dacd4ee9fdecbee0'
-93.2917157,44.9111619,'5037','Colfax Avenue South','Minneapolis','55419','6476db9ee9d5fc4d'
-93.4692948,45.0375225,'14941','45th Avenue North','Plymouth','55446','8ce1dca86ca76f41'
-93.2355739,44.9410868,'3403','25th Avenue South','Minneapolis','55406','6e05432b9a0f0913'
-93.2657736,44.970495,'929','Portland Avenue South','Minneapolis','55404','18c3ddb31a468297'
-93.3022716,45.0198348,'3543','Knox Avenue North','Minneapolis','55412','5837f94a9457d488'
-93.3829629,45.0739638,'8009','66th Avenue North','Brooklyn Park','55428','4f3e35db4e0317bf'
-93.5700445,45.2081799,'13995','Jessica Drive','Rogers','55374','f016dae667b59faa'
-93.5009375,45.0635465,'6020','Kimberly Lane North','Plymouth','55446','9d8dacab3b356e1e'
-93.4145371,44.8859177,'6509','Regency Lane','Eden Prairie','55344','7c86cb4dc2caf76f'
-93.2594951,45.0123354,'2402','6th Street Northeast','Minneapolis','55418','4d7524b35727102c'
-93.4090675,44.9782219,'300','Shelard Parkway','Saint Louis Park','55426','f716375333e6e176'
-93.4630225,44.9523968,'2701','Ashbourne Road','Minnetonka','55391','da00679436afaaa4'
-93.3506405,44.9381156,'5650','36th Street West','Saint Louis Park','55416','8740cc3b2f8f827f'
-93.5063339,44.8544942,'18000','West  82nd Street','Eden Prairie','55347','06510a25da841615'
-93.4479873,45.1063818,'13301','Maple Knoll Way North','Maple Grove','55369','05010af1cabf1c0c'
-93.5071514,45.0801298,'76','Address Unassigned','Maple Grove','55311','368f1c7b4c45aacd'
-93.450887,44.844829,'8917','Knollwood Drive','Eden Prairie','55347','7a8d5142d56b1e50'
-93.269948,44.9140982,'4903','4th Avenue South','Minneapolis','55419','8e7794fc86fbc871'
-93.2951681,44.8555761,'8138','Emerson Avenue South','Bloomington','55420','0aff12c192db92fd'
-93.3501215,45.1076087,'8430','Toledo Avenue North','Brooklyn Park','55443','ee232336a094ccdd'
-93.4391117,44.9515522,'2721','Bent Tree Circle','Minnetonka','55305','517e6f23a1b76049'
-93.2321253,44.9571287,'2715','25th Street East','Minneapolis','55406','b79100fd482b96bd'
-93.2889076,45.0128545,'701','Lowry Avenue North','Minneapolis','55411','ebaa9f8c403ca5c3'
-93.4136485,44.9498994,'10551','Greenbrier Road','Minnetonka','55305','3666090406262f0d'
-93.475228,45.0640125,'6020','Quantico Lane North','Plymouth','55446','fb06b93051d7710c'
-93.4906886,45.1245679,'16655','County Road 30','Maple Grove','55311','fb63608a13d01a22'
-93.4505703,45.0212016,'13415','35th Place North','Plymouth','55441','9ae4442d398caf2d'
-93.2672549,44.9545554,'2625','Portland Avenue South','Minneapolis','55407','900c1943080e4cdc'
-93.3571621,45.0301785,'4118','Brunswick Avenue North','Crystal','55422','47abbf6585078a56'
-93.5652416,45.1074107,'20735','County Road 10','Corcoran','55340','479138ebfa8d3179'
-93.2814929,44.9887395,'901','3rd Street North','Minneapolis','55401','dab8bdae7b37d80d'
-93.2535554,45.0152095,'687','26th Avenue Northeast','Minneapolis','55418','c356be1141ad49e6'
-93.2656911,44.9831138,'19','1st Street South','Minneapolis','55401','deeba82bcbab1100'
-93.2705207,45.0017883,'1405','Marshall Street Northeast','Minneapolis','55413','f684806abfd2776e'
-93.427877,44.9802355,'110','Forestview Lane North','Plymouth','55441','29016669d0ed99db'
-93.4973926,44.9813005,'220','Holly Lane North','Plymouth','55447','1ceb4deb823b1593'
-93.7229649,45.0851697,'7075','Sterling Drive','Greenfield','55373','752a57e8e0c3f73a'
-93.2187796,44.9310745,'3945','37th Avenue South','Minneapolis','55406','38b717947d09ec19'
-93.2808933,44.9290781,'4042','Wentworth Avenue','Minneapolis','55409','8ae0effabe17edad'
-93.2527334,44.9581332,'2428','Bloomington Avenue','Minneapolis','55404','a9530dd19c2b4bda'
-93.5239089,44.8952169,'6005','McKinley Place','Shorewood','55331','374c14f23ce4a83a'
-93.4040448,45.1323039,'9839','Lancaster Lane North','Maple Grove','55369','7281f5223f2efbfe'
-93.3175227,45.0104394,'2927','Washburn Avenue North','Minneapolis','55411','fbe2002c2ed2d159'
-93.3603463,44.8854106,'6508','Ridgeview Drive','Edina','55439','faceffabedc5a9f3'
-93.304086,45.095369,'7725','Pearson Court North','Brooklyn Park','55444','8ef6468d5695c146'
-93.3112248,45.0232879,'3735','Russell Avenue North','Minneapolis','55412','23ccf1c3dd88cd0a'
-93.2110549,44.9051955,'4311','54th Street East','Minneapolis','55417','23b332921361a82c'
-93.321829,44.863613,'7622','York Avenue South','Edina','55435','ce2054fd4400aab6'
-93.3544969,44.9573517,'5808','26th Street West','Saint Louis Park','55416','eeb3e78d24e8a12e'
-93.3313471,44.8523145,'8341','Goodrich Road','Bloomington','55437','e3e5d3136c6626cd'
-93.4161369,45.0696245,'10703','63rd Avenue North','Maple Grove','55369','19b319324e10a8b1'
-93.3535077,44.9374627,'3601','Wooddale Avenue','Saint Louis Park','55416','ba6f7b9e2e4673ea'
-93.4111282,45.1281045,'9549','Quaker Lane North','Maple Grove','55369','d6b95dbcad59d623'
-93.2761749,45.009954,'2812 1/2','Pacific Street','Minneapolis','55411','a085394f56d84ad0'
-93.3031963,44.9090118,'5141','Logan Avenue South','Minneapolis','55419','d2677a764b2c36de'
-93.497987,44.9958115,'17210','County Road 6','Plymouth','55447','f9182f1a9daf9cf7'
-93.2293278,44.8533955,'3035','Old Shakopee Road East','Bloomington','55425','4179653eaaa69cde'
-93.3852908,45.176264,'12214','Wisconsin Avenue North','Champlin','55316','e0382ba14ec470c8'
-93.2766709,44.9879983,'700','Washington Avenue North','Minneapolis','55401','44ee1b42a67491df'
-93.2597156,44.8489783,'8520','11th Avenue South','Bloomington','55420','17d2da4f24386c05'
-93.4153123,44.928565,'214','12th Avenue North','Hopkins','55343','589cc4e2579cee58'
-93.3440312,44.9033631,'5500','Concord Avenue','Edina','55424','9c67645f767097d2'
-93.4047133,45.1223557,'113','6th Street Northwest','Osseo','55369','1bd7ede8c9c4d6f7'
-93.2642968,44.9037076,'5440','Columbus Avenue','Minneapolis','55417','dcf9e42ec27a458b'
-93.3400847,45.0878969,'7336','Noble Court North','Brooklyn Park','55443','e74d11e511be879c'
-93.3119832,45.0335411,'4300','Sheridan Avenue North','Minneapolis','55412','ae428fce89acf8a7'
-93.3019026,44.8831368,'6607','Knox Avenue South','Richfield','55423','71cad7b6c074bc3b'
-93.2272598,45.0101419,'2212','Stinson Parkway Northeast','Minneapolis','55418','e8e5b389d2660a0e'
-93.5089243,45.0715061,'6424','Queensland Lane North','Maple Grove','55311','ba130b0fd1d82642'
-93.2531302,45.0056106,'1701','Madison Street Northeast','Minneapolis','55413','29a5374795232f98'
-93.2846366,45.0023125,'2226','4th Street North','Minneapolis','55411','cbeb3293ffb95836'
-93.2660232,45.0353223,'200','37th Avenue Northeast','Minneapolis','55421','2d195670357f97ff'
-93.2315387,44.9528068,'2736','29th Avenue South','Minneapolis','55406','219a177082e27110'
-93.3925218,44.9420888,'8815','34th Street West','Saint Louis Park','55426','776684b135b30218'
-93.2700932,44.9481357,'401','Lake Street East','Minneapolis','55408','c3b644cc41b2b201'
-93.2650566,44.8827645,'6617','Park Avenue South','Richfield','55423','872bec647c1accc4'
-93.3590092,44.949104,'3011','Colorado Avenue South','Saint Louis Park','55416','860796c3e5e6f03a'
-93.4229442,44.9019889,'5628','Pompano Drive','Minnetonka','55343','8d24849196146363'
-93.3014607,44.9158834,'4825','Lake Harriet Parkway East','Minneapolis','55419','f363deca6ea8d6ab'
-93.6548111,44.946502,'5130','Three Points Boulevard','Mound','55364','a18ce9ad91e0f103'
-93.4917226,45.1224222,'16600','92nd Avenue North','Maple Grove','55311','cf30e929087357ff'
-93.3295566,44.925213,'4250','France Avenue South','Edina','55416','fca08750c958cb5a'
-93.3882411,44.9981746,'8445','Julianne Terrace','Golden Valley','55427','cb6610134bfe1509'
-93.5852097,45.1339656,'9837','Trail Haven Road','Corcoran','55340','251bde36daef73a5'
-93.3544731,44.9368665,'3640','Wooddale Avenue','Saint Louis Park','55416','a3d6d7cb8f285eb2'
-93.3953005,44.8232046,'9933','Cavell Avenue South','Bloomington','55438','cc8e5316462f9b7a'
-93.2630267,44.9045304,'5416','Chicago Avenue','Minneapolis','55417','0d32fea03367e7f0'
-93.2355494,44.9426353,'3305','25th Avenue South','Minneapolis','55406','f26291192643df03'
-93.252858,44.9762503,'200','11th Avenue South','Minneapolis','55415','04b6c3dd4dbeb6bf'
-93.3258142,45.1018454,'8119','Zenith Court North','Brooklyn Park','55443','e846be3271b68c3d'
-93.5134075,44.8907133,'18635','Schroeder Place','Eden Prairie','55346','3df11b7e9440f56f'
-93.6240432,44.9724602,'341','Westlake Street','Orono','55356','c3a5e480ca71b9f9'
-93.2788051,44.9722506,'1201','Yale Place','Minneapolis','55403','751f14dc4a71a222'
-93.2508731,44.9461895,'3109','16th Avenue South','Minneapolis','55407','958fa1f4117c63bc'
-93.66643,44.9999757,'1185','County Road 83','Independence','55359','4d178470f98c43d2'
-93.2523034,44.9861884,'319','3rd Avenue Southeast','Minneapolis','55414','d1a105ef1df617f9'
-93.670448,45.0047416,'5770','Three Oaks Avenue','Maple Plain','55359','af644e0ee68b4cc5'
-93.3251731,45.0137499,'3209','Chowen Avenue North','Robbinsdale','55422','884b6a7c137ed447'
-93.2922428,44.9836399,'947','Olson Memorial Highway','Minneapolis','55405','13b16942e5ea8a83'
-93.3431299,45.0612701,'5940','Quail Avenue North','Crystal','55429','20c8d5a10a10a02f'
-93.3714424,44.9649857,'1816','Louisiana Avenue South','Saint Louis Park','55426','8d7bcd24f7abcc1e'
-93.3146978,45.1005692,'2540','80th Avenue North','Brooklyn Park','55444','fd718e32a670be79'
-93.4347186,45.1174748,'8960','Kirkwood Circle North','Maple Grove','55369','d4da01e243ab0f26'
-93.2540845,44.9981202,'742','Madison Street Northeast','Minneapolis','55413','35be0c425c54f526'
-93.2578367,44.9299532,'4016','12th Avenue South','Minneapolis','55407','855738816b9e339f'
-93.2931538,44.8562034,'8121','Dupont Avenue South','Bloomington','55420','b327b935c671fef8'
-93.3867708,44.8513726,'8350','Virginia Avenue South','Bloomington','55438','19232eeb70138d87'
-93.3757709,44.9092327,'24','Address Unassigned','Edina','55436','4fbfc7b6a008653c'
-93.3171871,44.9491874,'2950','Dean Parkway','Minneapolis','55416','404ab436004731fb'
-93.2687539,44.8228604,'9948','Portland Avenue South','Bloomington','55420','a8b66c99b6821f9f'
-93.4770186,44.9915542,'1145','Shenandoah Lane North','Plymouth','55447','14fc35af8ee1e808'
-93.3832046,44.9466188,'3109','Virginia Avenue South','Saint Louis Park','55426','0064094446a417f6'
-93.54187,45.1704647,'11900','Fletcher Lane','Rogers','55374','502063a2c5bd249e'
-93.4110648,44.9073681,'812','Old Settlers Trail','Hopkins','55343','62254ffe288294f2'
-93.420435,45.0262595,'11020','39th Avenue North','Plymouth','55441','f0aded96911d3aa3'
-93.1962364,44.8883851,'6340','Bloomington Road','Fort Snelling','55111','0db0e588f1f470ee'
-93.4716503,44.89109,'6208','Eden Prairie Road','Eden Prairie','55346','4fa70afd3f0510fe'
-93.4450532,45.0390888,'12925','46th Avenue North','Plymouth','55442','379ee0ae7a7818c5'
-93.4571976,44.8519217,'14204','Chestnut Drive','Eden Prairie','55347','a932fa9585e90107'
-93.2731528,44.956734,'2500','3rd Avenue South','Minneapolis','55404','daa834248475195e'
-93.5034613,44.8612322,'7828','Galway Cove','Eden Prairie','55347','1a18b81acd305638'
-93.339444,44.9493756,'2924','Natchez Avenue South','Saint Louis Park','55416','9d8d679f7bee3be3'
-93.3408027,44.9459533,'4800','Highway 7','Saint Louis Park','55416','6872d858391206ad'
-93.4130836,45.0427222,'10435','49th Avenue North','Plymouth','55442','54916dd3ebc56db2'
-93.3215883,44.8181689,'10219','Zenith Lane','Bloomington','55431','b37112978bde5111'
-93.2969446,45.0418035,'4743','Fremont Avenue North','Minneapolis','55430','c341618eb3a36604'
-93.3472442,44.824448,'5117 1/2','98th Street West','Bloomington','55437','7421ea54af0c4842'
-93.4002858,44.8129004,'9697','Falcons Way','Eden Prairie','55347','4f61150e22909ad6'
-93.5006344,44.9670521,'316','Hampton Street South','Wayzata','55391','70419705e406e494'
-93.2772209,44.9884003,'718','Washington Avenue North','Minneapolis','55401','ad7aec38feefb6fb'
-93.3647148,45.164706,'6512','116th Avenue North','Champlin','55316','d1cfb67c95a96e50'
-93.3211227,44.8859345,'6450','York Avenue South','Edina','55435','f2c6528df3197a99'
-93.375237,44.8489369,'7030','Oak Pointe Curve','Bloomington','55438','e4f7ed0d1d194949'
-93.3470732,44.8138169,'5125','104th Street West','Bloomington','55437','0bf196bfa0048566'
-93.5097669,44.9691097,'795','Lake Street East','Wayzata','55391','c9a82753b84d01f4'
-93.4882801,44.8449167,'8745','Prescott Drive','Eden Prairie','55347','6ebd1f2aa773c940'
-93.6521565,45.0213505,'5054','South Lake Shore Drive','Independence','55359','e599aa9938927aa7'
-93.445005,44.9851721,'525','Sycamore Circle North','Plymouth','55441','8944087d297fba42'
-93.4657213,44.935793,'3701','Westmark Circle','Minnetonka','55345','d52849a69b672ddd'
-93.331251,44.9260917,'4214','Scott Terrace','Edina','55416','f10c3e5a959e8f1d'
-93.4393888,45.1197734,'12482','90th Place North','Maple Grove','55369','c0d36fd7ab6b1065'
-93.2528558,44.9762137,'200','11th Avenue South','Minneapolis','55415','8ddf0ad831ffad77'
-93.2930095,44.8988504,'5723','Dupont Avenue South','Minneapolis','55419','e59d51f7d9d47310'
-93.4127571,44.9293246,'234','10th Avenue North','Hopkins','55343','28a03e53d583aa75'
-93.3125984,44.9222887,'4430','Lake Harriet Parkway West','Minneapolis','55410','ffd9e26614d3ef0d'
-93.378417,45.1107323,'8607','South Maplebrook Circle','Brooklyn Park','55445','44dd40f606b5e1f4'
-93.4465441,44.9109066,'5109','Baker Road','Minnetonka','55343','3c88c7cf7f14e531'
-93.2955529,44.9037042,'5445','Fremont Avenue South','Minneapolis','55419','1851ec5094cb329e'
-93.2531302,45.0056106,'1701','Madison Street Northeast','Minneapolis','55413','29a5374795232f98'
-93.2176459,45.0207662,'3001','29th Avenue Northeast','Saint Anthony','55418','aa5f476bee20bba7'
-93.3749481,44.9845103,'7475','Country Club Drive','Golden Valley','55427','2c5b15a2e416bef6'
-93.3048729,44.9837484,'533','Morgan Avenue North','Minneapolis','55405','6fab4c4339a94d4b'
-93.2658217,44.8793567,'6814','Park Avenue South','Richfield','55423','df68fb7b75d30886'
-93.2817671,44.9603545,'2210','Pillsbury Avenue','Minneapolis','55404','a0ea096f2c282f4a'
-93.3048684,44.9847959,'613','Morgan Avenue North','Minneapolis','55411','3cbf2dc26834ba0f'
-93.3665817,45.1638187,'11530','Idaho Avenue North','Champlin','55316','473f2b9b8b493467'
-93.2489809,44.916495,'1720','Minnehaha Parkway East','Minneapolis','55407','13f23b6b35828001'
-93.2661211,44.9022314,'5529','Portland Avenue South','Minneapolis','55417','90cc19f03d7f2677'
-93.4822429,44.9930736,'15910','12th Avenue North','Plymouth','55447','39b1ec4126c42a2a'
-93.2576522,44.8304122,'1200','Old Shakopee Road East','Bloomington','55425','b0b5a5598154220f'
-93.3884695,45.0587048,'8505','Meadow Lake Place','New Hope','55428','9e73dfb134f4ef35'
-93.3238933,45.0156374,'3319','Beard Avenue North','Robbinsdale','55422','11db19d60635f68c'
-93.4154538,45.0133392,'2950','Medicine Lake Boulevard East','Plymouth','55441','0f29b0cd805fbf43'
-93.3490671,45.0676886,'5330','62nd Avenue North','Brooklyn Center','55429','65c613ed1adc1c1a'
-93.4179151,45.0398578,'10850','47th Avenue North','Plymouth','55442','23cff7d2043d5cab'
-93.400914,44.9196423,'315','Washington Avenue South','Edina','55343','cda4da99698e8ecc'
-93.3504145,45.0228625,'3700','Welcome Avenue North','Crystal','55422','6e807dd8f966cf80'
-93.4714834,45.1273015,'9521','Minnesota Lane North','Maple Grove','55369','e953b9a0dc1e6071'
-93.3259704,45.0497488,'3417','53rd Avenue North','Brooklyn Center','55429','95483dc98395039e'
-93.4873689,44.8239868,'16563','Beverly Drive','Eden Prairie','55347','c2573bcbac4c2149'
-93.4985966,44.8623307,'7899','Bailey Drive','Eden Prairie','55347','1298a96fedf0b10a'
-93.324321,45.0271352,'3939','Crystal Lake Boulevard','Robbinsdale','55422','bb647fb1f4bcde29'
-93.4581307,45.0645537,'6110','Cheshire Lane North','Plymouth','55446','ed03735a3d3f417d'
-93.4203629,44.8518166,'11345','Stratton Avenue','Eden Prairie','55344','b1aa9b74cf75b027'
-93.2774827,44.9557451,'10','26th Street East','Minneapolis','55404','a967d66b3f7ba9a0'
-93.4310842,45.1310984,'11850','97th Avenue North','Maple Grove','55369','70400cdb7c3637cb'
-93.7478463,45.0343003,'3115','Copeland Road','Independence','55359','26fdd76a24a34dca'
-93.5262925,44.9919114,'785','Ferndale Road North','Orono','55391','5748ecc10bf5885b'
-93.5526209,45.1398569,'20220','Hillside Drive','Corcoran','55374','b4f6d8fc0a7d281a'
-93.3328192,44.9036583,'5432','Woodcrest Drive','Edina','55424','e416acdb88ac6c49'
-93.2829265,44.9665445,'301','Oak Grove Street','Minneapolis','55403','48c0dee44936e338'
-93.3379828,44.9361577,'4525','36 1/2 Street West','Saint Louis Park','55416','6fcfcf16a42b0b65'
-93.2930189,44.9009146,'5615','Dupont Avenue South','Minneapolis','55419','d87b3f35025d6962'
-93.495338,44.8752615,'17180','Mallard Court','Eden Prairie','55346','c015fd8647f6ce08'
-93.3364384,45.1445057,'10416','Kyle Avenue North','Brooklyn Park','55443','f684c51a84d95584'
-93.2935317,45.0147157,'1109','33rd Avenue North','Minneapolis','55412','588f3eeaafe02ef5'
-93.2067326,44.9212404,'4508','47th Avenue South','Minneapolis','55406','13a14ff44df4d813'
-93.3844004,45.1692101,'11824','Texas Avenue North','Champlin','55316','25b22e10cbaa2416'
-93.2527832,44.9242617,'4324','Bloomington Avenue','Minneapolis','55407','147cf1ce16d25652'
-93.2838922,44.8824613,'6600','Pleasant Avenue South','Richfield','55423','62f3feffc126936a'
-93.3456032,45.1380737,'10106','Regent Avenue North','Brooklyn Park','55443','54e70dc45f9c86d3'
-93.3889489,44.9088568,'5211','Larada Lane','Edina','55436','e414f630226dde63'
-93.4743848,45.0003184,'15300','18th Avenue North','Plymouth','55447','e7fa533e8236c980'
-93.5424631,45.2058465,'20555','Drake Court','Rogers','55374','0961b9b6e0b42cb8'
-93.2187538,44.9002939,'5645','37th Avenue South','Minneapolis','55417','cb0551bf1ae0f37e'
-93.355075,44.9353626,'5911','Oxford Street','Saint Louis Park','55416','5a9fe14722674b8b'
-93.7166009,45.1009217,'8105','Cedar Street','Greenfield','55373','a279cd8b7b16995d'
-93.330997,44.8969598,'5816','Halifax Avenue','Edina','55424','b5c00c471b085c76'
-93.3975432,44.9485437,'9306','Minnetonka Boulevard','Saint Louis Park','55426','c0aab955aad1a594'
-93.2534057,44.9442509,'3215','15th Avenue South','Minneapolis','55407','a1dc8998bcffcb61'
-93.6816258,44.9309574,'2605','Westedge Boulevard','Mound','55364','50a5fe02de87dbb5'
-93.3465472,45.0492966,'5209','Angeline Avenue North','Crystal','55429','476b5eb871179dea'
-93.3664487,44.8669768,'5555','Dewey Hill Road','Edina','55439','36d31ebebfa92f45'
-93.4950746,45.1098822,'16915','Weaver Lake Drive North','Maple Grove','55311','2fd9ad339973dd92'
-93.3448728,44.9373574,'3601','Park Center Boulevard','Saint Louis Park','55416','31ae29ec48bd5445'
-93.3631289,45.1748267,'12144','Mississippi Drive North','Champlin','55316','c9ea813cb6260827'
-93.2162203,44.938095,'3551','39th Avenue South','Minneapolis','55406','083ec592ffd276d9'
-93.3082944,44.8989522,'5715','Penn Avenue South','Minneapolis','55419','b53e83b8d298c287'
-93.3836761,44.8058518,'10947','Sumter Avenue South','Bloomington','55438','e1a022d1ef0c918c'
-93.3268704,45.0839614,'3608','Violet Avenue North','Brooklyn Center','55429','05dbec4a6e957bfd'
-93.4719751,44.8210644,'10082','Indigo Drive','Eden Prairie','55347','6ac93af2d01eff4b'
-93.3245531,44.8658246,'7540','Edinborough Way','Edina','55435','9474fe2ff11077d0'
-93.5093887,44.9989487,'1755','Ranier Lane North','Plymouth','55447','ec2bd7f3cb5f36c8'
-93.5089422,44.9914682,'18010','12th Avenue North','Plymouth','55447','0552d3dc946026f0'
-93.3039764,44.893187,'6028','Logan Avenue South','Minneapolis','55419','0a1c749fa0b8599e'
-93.2552888,44.9345226,'3736','14th Avenue South','Minneapolis','55407','21ebcfda2eb1ccfe'
-93.219045,45.0301134,'3409','Belden Drive','Saint Anthony','55418','512bb496d92bc7a1'
-93.2884738,45.0386584,'4600','Camden Avenue North','Minneapolis','55412','693ce67f4024ae9a'
-93.2648528,44.8431392,'8832','Columbus Avenue South','Bloomington','55420','6eabbe4078c7ce16'
-93.5491431,45.0711347,'6485','Elm Street','Corcoran','55340','35041437858fcb58'
-93.275741,44.9516603,'2806','Stevens Avenue South','Minneapolis','55408','96558eaffc6c28d7'
-93.2921416,45.078902,'6816','Bryant Avenue North','Brooklyn Center','55430','11353b07844ffdc0'
-93.4689625,45.0763361,'14888','66th Place North','Maple Grove','55311','9632f001d6c69df8'
-93.3789292,45.0559961,'5628','Winnetka Avenue North','New Hope','55428','494e85c33e4a402e'
-93.3128249,44.9025442,'5520','Cumberland Road','Minneapolis','55410','163600fbf4eb7e55'
-93.2661107,44.8409401,'8948','Park Avenue South','Bloomington','55420','aeb6a7b46afc6a17'
-93.3446302,45.0149251,'3249','Regent Avenue North','Golden Valley','55422','e70f10e5a0a7f99b'
-93.4280679,44.8183523,'11798','Tanglewood Drive','Eden Prairie','55347','d68200394fcb72fd'
-93.382237,44.9334992,'1417','Oxford Street','Hopkins','55343','314d839595044ec9'
-93.4641803,44.8627201,'14711','Martin Drive','Eden Prairie','55344','8cca8e4b9f075efb'
-93.3190543,44.7998847,'3011','112th Street West','Bloomington','55431','a2d210e9525f3919'
-93.3538482,44.9043508,'5404','Richmond Lane','Edina','55436','75dda01419e15082'
-93.3500847,45.1495493,'10763','Unity Lane North','Brooklyn Park','55443','c9bf4bdca3686f4e'
-93.2990462,44.845601,'8728','Humboldt Avenue South','Bloomington','55431','7c2a141a7eca3a14'
-93.4171799,44.8435431,'61','Address Unassigned','Eden Prairie','55344','033fe956f72296bc'
-93.3182492,44.9982049,'2924','18th Avenue North','Minneapolis','55411','aa9e4b14bcd43379'
-93.647012,45.0051338,'1425','Baker Park Road','Maple Plain','55359','19e1e6320ce4e910'
-93.4412642,44.9154162,'4858','Merilee Drive','Minnetonka','55343','161e8163d6695d40'
-93.3904083,45.1757824,'12130','Business Park Boulevard North','Champlin','55316','249f55c58a20934b'
-93.3438616,44.9970586,'5061','Golden Valley Road','Golden Valley','55422','6ce5f7af8fef84f0'
-93.404195,44.9810764,'200','Nathan Lane North','Plymouth','55441','3a7559ca918dc40d'
-93.3400293,44.8935689,'6013','Fairfax Avenue','Edina','55424','7ccc5d38e79c0d79'
-93.3368401,45.0409626,'4207','Lakeside Avenue North','Brooklyn Center','55429','fc7dcca5406b4154'
-93.4737373,44.9996608,'15130','18th Avenue North','Plymouth','55447','f675bbde11e750a5'
-93.4835321,44.9912447,'1061','Xene Lane North','Plymouth','55447','54426ee200efcc6a'
-93.3419371,44.9014431,'4601','56th Street West','Edina','55424','181c5e7bf40c73b6'
-93.3099072,44.9885937,'1023','Queen Avenue North','Minneapolis','55411','e6e7710d97300899'
-93.283884,44.9596751,'2309','Grand Avenue South','Minneapolis','55405','559b06fb00337d90'
-93.2737329,44.9439381,'3229','2nd Avenue South','Minneapolis','55408','58b0d269d40d2a1b'
-93.4627134,44.9801286,'2','Carlson Parkway North','Plymouth','55447','d8be29ce604787d1'
-93.2225687,44.9880748,'2101','Como Avenue Southeast','Minneapolis','55414','10ab921a74fdbc7e'
-93.3253934,45.0738804,'6525','Beard Avenue North','Brooklyn Center','55429','267ea0599ab5d3e2'
-93.3590909,45.0845114,'7125','Brunswick Avenue North','Brooklyn Park','55429','85033b965324097f'
-93.3774756,44.9694461,'7721','13 1/2 Street West','Saint Louis Park','55426','be96c42aff276026'
-93.4281591,45.133355,'9831','Deerwood Lane North','Maple Grove','55369','48e281a07533aa77'
-93.2272679,45.0275808,'3258','Stinson Boulevard Northeast','Minneapolis','55418','953c24ad91cc635b'
-93.6647558,44.9359462,'85','Address Unassigned','Mound','55364','0e164198e490da25'
-93.5623992,45.1899353,'92','Address Pending','Rogers','55374','e5516a855dd24265'
